"Velocity:0","Velocity:1","Velocity:2","Velocity Magnitude","Pressure","Points:0","Points:1","Points:2"
0.2043,-0.0005329,0,0.2043,-0.06165,0.9419,2.952,0
0.209,-0.00058,0,0.209,-0.06272,0.981,2.95,0
0.2125,-0.0006156,0,0.2125,-0.06346,1.01,2.949,0
0.214,-0.0006321,0,0.214,-0.06379,1.023,2.949,0
0.17,-0.0003213,0,0.17,-0.05783,0.8182,2.961,0
0.171,-0.0003309,0,0.171,-0.05827,0.8313,2.96,0
0.1734,-0.0003529,0,0.1734,-0.0592,0.8599,2.96,0
0.177,-0.0003853,0,0.177,-0.06042,0.899,2.959,0
0.1813,-0.0004236,0,0.1813,-0.06167,0.9419,2.957,0
0.1854,-0.0004609,0,0.1854,-0.06274,0.981,2.956,0
0.1885,-0.0004892,0,0.1885,-0.06348,1.01,2.955,0
0.1899,-0.0005024,0,0.1899,-0.06381,1.023,2.955,0
0.1601,-0.0002862,0,0.1601,-0.05784,0.8182,2.963,0
0.161,-0.0002947,0,0.161,-0.05828,0.8313,2.963,0
0.1632,-0.0003142,0,0.1632,-0.05921,0.8599,2.962,0
0.1666,-0.000343,0,0.1666,-0.06043,0.899,2.961,0
0.1707,-0.0003771,0,0.1707,-0.06168,0.9419,2.96,0
0.1746,-0.0004103,0,0.1746,-0.06275,0.981,2.959,0
0.1775,-0.0004355,0,0.1775,-0.06349,1.01,2.958,0
0.1788,-0.0004472,0,0.1788,-0.06382,1.023,2.958,0
0.3472,-0.001572,0,0.3472,-0.0637,1.023,2.915,0
0.3497,-0.001614,0,0.3497,-0.06402,1.036,2.915,0
0.355,-0.001704,0,0.355,-0.06469,1.064,2.913,0
0.3616,-0.001826,0,0.3616,-0.06554,1.104,2.911,0
0.3679,-0.001953,0,0.3679,-0.0664,1.146,2.909,0
0.3727,-0.002061,0,0.3727,-0.06712,1.186,2.907,0
0.3756,-0.002134,0,0.3756,-0.06761,1.214,2.906,0
0.3767,-0.002166,0,0.3767,-0.06782,1.227,2.906,0
0.3367,-0.001486,0,0.3367,-0.06371,1.023,2.918,0
0.3391,-0.001525,0,0.3391,-0.06403,1.036,2.917,0
0.3442,-0.001611,0,0.3443,-0.06469,1.064,2.916,0
0.3507,-0.001725,0,0.3507,-0.06555,1.104,2.914,0
0.3568,-0.001845,0,0.3568,-0.06641,1.146,2.912,0
0.3614,-0.001947,0,0.3614,-0.06713,1.186,2.91,0
0.3642,-0.002016,0,0.3642,-0.06761,1.214,2.909,0
0.3653,-0.002046,0,0.3653,-0.06782,1.227,2.909,0
0.3137,-0.001303,0,0.3137,-0.06372,1.023,2.924,0
0.3159,-0.001337,0,0.3159,-0.06404,1.036,2.923,0
0.3207,-0.001412,0,0.3207,-0.0647,1.064,2.922,0
0.3267,-0.001513,0,0.3267,-0.06556,1.104,2.92,0
0.3324,-0.001617,0,0.3324,-0.06642,1.146,2.918,0
0.3367,-0.001706,0,0.3367,-0.06714,1.186,2.917,0
0.3393,-0.001767,0,0.3393,-0.06763,1.214,2.916,0
0.3403,-0.001793,0,0.3403,-0.06784,1.227,2.915,0
0.2819,-0.001067,0,0.2819,-0.06374,1.023,2.932,0
0.2839,-0.001095,0,0.2839,-0.06406,1.036,2.931,0
0.2882,-0.001156,0,0.2882,-0.06472,1.064,2.93,0
0.2936,-0.001238,0,0.2936,-0.06558,1.104,2.928,0
0.2987,-0.001323,0,0.2987,-0.06644,1.146,2.927,0
0.3026,-0.001396,0,0.3026,-0.06716,1.186,2.926,0
0.3049,-0.001445,0,0.3049,-0.06765,1.214,2.925,0
0.3058,-0.001466,0,0.3058,-0.06786,1.227,2.924,0
0.2466,-0.0008285,0,0.2466,-0.06376,1.023,2.941,0
0.2484,-0.0008503,0,0.2484,-0.06408,1.036,2.94,0
0.2522,-0.0008978,0,0.2522,-0.06475,1.064,2.939,0
0.2569,-0.0009613,0,0.2569,-0.06561,1.104,2.938,0
0.2614,-0.001028,0,0.2614,-0.06647,1.146,2.936,0
0.2647,-0.001083,0,0.2647,-0.06719,1.186,2.935,0
0.2667,-0.001121,0,0.2667,-0.06768,1.214,2.934,0
0.2675,-0.001137,0,0.2675,-0.06789,1.227,2.934,0
0.214,-0.0006321,0,0.214,-0.06379,1.023,2.949,0
0.2156,-0.0006487,0,0.2156,-0.0641,1.036,2.949,0
0.2188,-0.0006849,0,0.2188,-0.06478,1.064,2.948,0
0.2229,-0.0007332,0,0.2229,-0.06563,1.104,2.946,0
0.2268,-0.0007835,0,0.2268,-0.0665,1.146,2.945,0
0.2297,-0.000826,0,0.2297,-0.06722,1.186,2.944,0
0.2314,-0.0008545,0,0.2314,-0.06771,1.214,2.943,0
0.2321,-0.0008668,0,0.2321,-0.06792,1.227,2.943,0
0.1899,-0.0005024,0,0.1899,-0.06381,1.023,2.955,0
0.1913,-0.0005155,0,0.1913,-0.06413,1.036,2.955,0
0.1942,-0.0005442,0,0.1942,-0.0648,1.064,2.954,0
0.1978,-0.0005826,0,0.1978,-0.06566,1.104,2.953,0
0.2012,-0.0006224,0,0.2012,-0.06652,1.146,2.951,0
0.2038,-0.000656,0,0.2038,-0.06725,1.186,2.951,0
0.2053,-0.0006786,0,0.2053,-0.06774,1.214,2.95,0
0.2059,-0.0006883,0,0.2059,-0.06795,1.227,2.95,0
0.1788,-0.0004472,0,0.1788,-0.06382,1.023,2.958,0
0.1801,-0.0004589,0,0.1801,-0.06414,1.036,2.957,0
0.1828,-0.0004844,0,0.1828,-0.06481,1.064,2.956,0
0.1862,-0.0005185,0,0.1862,-0.06567,1.104,2.955,0
0.1894,-0.0005539,0,0.1894,-0.06653,1.146,2.954,0
0.1919,-0.0005838,0,0.1919,-0.06726,1.186,2.954,0
0.1933,-0.0006038,0,0.1933,-0.06775,1.214,2.953,0
0.1939,-0.0006124,0,0.1939,-0.06796,1.227,2.953,0
0.3767,-0.002166,0,0.3767,-0.06782,1.227,2.906,0
0.3777,-0.002197,0,0.3778,-0.06802,1.24,2.905,0
0.3797,-0.002259,0,0.3797,-0.06844,1.269,2.904,0
0.3815,-0.002336,0,0.3815,-0.06896,1.308,2.903,0
0.3828,-0.002409,0,0.3828,-0.06947,1.351,2.903,0
0.3832,-0.002466,0,0.3832,-0.06986,1.39,2.902,0
0.3833,-0.002503,0,0.3833,-0.07012,1.419,2.902,0
0.3832,-0.002518,0,0.3832,-0.07022,1.432,2.902,0
0.3653,-0.002046,0,0.3653,-0.06782,1.227,2.909,0
0.3663,-0.002075,0,0.3663,-0.06803,1.24,2.908,0
0.3682,-0.002134,0,0.3682,-0.06845,1.269,2.907,0
0.37,-0.002206,0,0.37,-0.06897,1.308,2.907,0
0.3712,-0.002275,0,0.3712,-0.06947,1.351,2.906,0
0.3716,-0.002328,0,0.3716,-0.06987,1.39,2.905,0
0.3716,-0.002363,0,0.3716,-0.07012,1.419,2.905,0
0.3716,-0.002377,0,0.3716,-0.07023,1.432,2.905,0
0.3403,-0.001793,0,0.3403,-0.06784,1.227,2.915,0
0.3413,-0.001818,0,0.3413,-0.06804,1.24,2.915,0
0.343,-0.001869,0,0.343,-0.06846,1.269,2.914,0
0.3446,-0.001932,0,0.3446,-0.06899,1.308,2.913,0
0.3457,-0.001991,0,0.3457,-0.06949,1.351,2.913,0
0.3461,-0.002037,0,0.3461,-0.06989,1.39,2.912,0
0.3461,-0.002067,0,0.3461,-0.07014,1.419,2.912,0
0.346,-0.002079,0,0.346,-0.07025,1.432,2.912,0
0.3058,-0.001466,0,0.3058,-0.06786,1.227,2.924,0
0.3066,-0.001486,0,0.3066,-0.06807,1.24,2.924,0
0.3082,-0.001528,0,0.3082,-0.06849,1.269,2.923,0
0.3096,-0.001578,0,0.3096,-0.06901,1.308,2.923,0
0.3105,-0.001626,0,0.3106,-0.06952,1.351,2.922,0
0.3109,-0.001663,0,0.3109,-0.06992,1.39,2.921,0
0.3108,-0.001686,0,0.3108,-0.07017,1.419,2.921,0
0.3107,-0.001696,0,0.3107,-0.07028,1.432,2.921,0
0.2675,-0.001137,0,0.2675,-0.06789,1.227,2.934,0
0.2682,-0.001153,0,0.2683,-0.0681,1.24,2.934,0
0.2696,-0.001185,0,0.2696,-0.06852,1.269,2.933,0
0.2708,-0.001224,0,0.2708,-0.06905,1.308,2.933,0
0.2716,-0.00126,0,0.2716,-0.06955,1.351,2.932,0
0.2718,-0.001288,0,0.2718,-0.06995,1.39,2.932,0
0.2718,-0.001306,0,0.2718,-0.07021,1.419,2.931,0
0.2717,-0.001313,0,0.2717,-0.07031,1.432,2.931,0
0.2321,-0.0008668,0,0.2321,-0.06792,1.227,2.943,0
0.2327,-0.0008786,0,0.2327,-0.06813,1.24,2.943,0
0.2339,-0.0009027,0,0.2339,-0.06855,1.269,2.942,0
0.2349,-0.0009318,0,0.2349,-0.06908,1.308,2.942,0
0.2356,-0.000959,0,0.2356,-0.06959,1.351,2.941,0
0.2358,-0.0009798,0,0.2358,-0.06999,1.39,2.941,0
0.2357,-0.000993,0,0.2357,-0.07024,1.419,2.941,0
0.2356,-0.0009984,0,0.2356,-0.07035,1.432,2.941,0
0.2059,-0.0006883,0,0.2059,-0.06795,1.227,2.95,0
0.2065,-0.0006976,0,0.2065,-0.06815,1.24,2.95,0
0.2075,-0.0007166,0,0.2075,-0.06858,1.269,2.949,0
0.2084,-0.0007395,0,0.2084,-0.06911,1.308,2.949,0
0.209,-0.0007608,0,0.209,-0.06961,1.351,2.948,0
0.2091,-0.0007771,0,0.2091,-0.07002,1.39,2.948,0
0.209,-0.0007873,0,0.209,-0.07027,1.419,2.948,0
0.209,-0.0007916,0,0.209,-0.07038,1.432,2.948,0
0.1939,-0.0006124,0,0.1939,-0.06796,1.227,2.953,0
0.1944,-0.0006207,0,0.1944,-0.06817,1.24,2.953,0
0.1953,-0.0006375,0,0.1953,-0.06859,1.269,2.952,0
0.1962,-0.0006578,0,0.1962,-0.06912,1.308,2.952,0
0.1967,-0.0006767,0,0.1967,-0.06963,1.351,2.951,0
0.1968,-0.0006911,0,0.1968,-0.07003,1.39,2.951,0
0.1968,-0.0007001,0,0.1968,-0.07029,1.419,2.951,0
0.1967,-0.0007038,0,0.1967,-0.07039,1.432,2.951,0
0.3832,-0.002518,0,0.3832,-0.07022,1.432,2.902,0
0.3831,-0.002533,0,0.3831,-0.07032,1.445,2.901,0
0.3827,-0.002562,0,0.3827,-0.07051,1.474,2.901,0
0.3819,-0.002597,0,0.3819,-0.07073,1.513,2.901,0
0.3807,-0.002628,0,0.3807,-0.07091,1.555,2.901,0
0.3794,-0.002652,0,0.3794,-0.07101,1.595,2.901,0
0.3784,-0.002666,0,0.3784,-0.07105,1.623,2.9,0
0.3779,-0.002672,0,0.3779,-0.07106,1.636,2.9,0
0.3716,-0.002377,0,0.3716,-0.07023,1.432,2.905,0
0.3714,-0.002391,0,0.3714,-0.07033,1.445,2.905,0
0.371,-0.002418,0,0.371,-0.07052,1.474,2.904,0
0.3702,-0.00245,0,0.3702,-0.07074,1.513,2.904,0
0.3691,-0.002479,0,0.3691,-0.07092,1.555,2.904,0
0.3678,-0.002501,0,0.3678,-0.07102,1.595,2.904,0
0.3668,-0.002515,0,0.3668,-0.07106,1.623,2.904,0
0.3663,-0.00252,0,0.3663,-0.07107,1.636,2.904,0
0.346,-0.002079,0,0.346,-0.07025,1.432,2.912,0
0.3459,-0.002091,0,0.3459,-0.07035,1.445,2.911,0
0.3455,-0.002114,0,0.3455,-0.07054,1.474,2.911,0
0.3447,-0.002141,0,0.3447,-0.07076,1.513,2.911,0
0.3436,-0.002166,0,0.3436,-0.07094,1.555,2.911,0
0.3424,-0.002185,0,0.3424,-0.07104,1.595,2.911,0
0.3414,-0.002196,0,0.3414,-0.07108,1.623,2.911,0
0.3409,-0.0022,0,0.3409,-0.07109,1.636,2.911,0
0.3107,-0.001696,0,0.3107,-0.07028,1.432,2.921,0
0.3106,-0.001706,0,0.3106,-0.07038,1.445,2.921,0
0.3102,-0.001724,0,0.3102,-0.07057,1.474,2.921,0
0.3095,-0.001746,0,0.3095,-0.07079,1.513,2.92,0
0.3084,-0.001765,0,0.3084,-0.07097,1.555,2.92,0
0.3073,-0.001779,0,0.3073,-0.07107,1.595,2.92,0
0.3064,-0.001788,0,0.3064,-0.07112,1.623,2.92,0
0.306,-0.001791,0,0.306,-0.07113,1.636,2.92,0
0.2717,-0.001313,0,0.2717,-0.07031,1.432,2.931,0
0.2716,-0.00132,0,0.2716,-0.07041,1.445,2.931,0
0.2712,-0.001334,0,0.2712,-0.07061,1.474,2.931,0
0.2705,-0.00135,0,0.2705,-0.07083,1.513,2.931,0
0.2696,-0.001364,0,0.2696,-0.07101,1.555,2.931,0
0.2685,-0.001374,0,0.2685,-0.07111,1.595,2.931,0
0.2677,-0.00138,0,0.2677,-0.07116,1.623,2.931,0
0.2673,-0.001383,0,0.2673,-0.07117,1.636,2.93,0
0.2356,-0.0009984,0,0.2356,-0.07035,1.432,2.941,0
0.2355,-0.001004,0,0.2355,-0.07045,1.445,2.941,0
0.2352,-0.001014,0,0.2352,-0.07065,1.474,2.94,0
0.2345,-0.001025,0,0.2345,-0.07087,1.513,2.94,0
0.2337,-0.001036,0,0.2337,-0.07105,1.555,2.94,0
0.2328,-0.001043,0,0.2328,-0.07115,1.595,2.94,0
0.232,-0.001047,0,0.232,-0.0712,1.623,2.94,0
0.2317,-0.001049,0,0.2317,-0.07121,1.636,2.94,0
0.209,-0.0007916,0,0.209,-0.07038,1.432,2.948,0
0.2088,-0.0007956,0,0.2088,-0.07048,1.445,2.948,0
0.2085,-0.0008034,0,0.2085,-0.07068,1.474,2.947,0
0.208,-0.0008124,0,0.208,-0.0709,1.513,2.947,0
0.2072,-0.0008202,0,0.2072,-0.07108,1.555,2.947,0
0.2063,-0.0008258,0,0.2063,-0.07118,1.595,2.947,0
0.2057,-0.000829,0,0.2057,-0.07123,1.623,2.947,0
0.2054,-0.0008303,0,0.2054,-0.07124,1.636,2.947,0
0.1967,-0.0007038,0,0.1967,-0.07039,1.432,2.951,0
0.1966,-0.0007073,0,0.1966,-0.07049,1.445,2.951,0
0.1963,-0.0007142,0,0.1963,-0.07069,1.474,2.951,0
0.1957,-0.0007221,0,0.1957,-0.07091,1.513,2.95,0
0.195,-0.000729,0,0.195,-0.07109,1.555,2.95,0
0.1942,-0.0007338,0,0.1942,-0.0712,1.595,2.95,0
0.1935,-0.0007366,0,0.1935,-0.07124,1.623,2.95,0
0.1932,-0.0007377,0,0.1932,-0.07126,1.636,2.95,0
0.3779,-0.002672,0,0.3779,-0.07106,1.636,2.9,0
0.3774,-0.002678,0,0.3774,-0.07107,1.649,2.9,0
0.3762,-0.002689,0,0.3762,-0.07106,1.678,2.9,0
0.3745,-0.002701,0,0.3745,-0.071,1.717,2.9,0
0.3726,-0.00271,0,0.3727,-0.07088,1.76,2.9,0
0.3709,-0.002717,0,0.3709,-0.07072,1.799,2.9,0
0.3695,-0.00272,0,0.3695,-0.07058,1.828,2.9,0
0.3689,-0.002721,0,0.3689,-0.0705,1.841,2.9,0
0.3663,-0.00252,0,0.3663,-0.07107,1.636,2.904,0
0.3658,-0.002526,0,0.3658,-0.07108,1.649,2.904,0
0.3647,-0.002535,0,0.3647,-0.07107,1.678,2.903,0
0.363,-0.002546,0,0.3631,-0.07101,1.717,2.903,0
0.3612,-0.002555,0,0.3612,-0.07089,1.76,2.903,0
0.3595,-0.002561,0,0.3595,-0.07073,1.799,2.903,0
0.3581,-0.002563,0,0.3582,-0.07059,1.828,2.903,0
0.3575,-0.002564,0,0.3576,-0.07051,1.841,2.903,0
0.3409,-0.0022,0,0.3409,-0.07109,1.636,2.911,0
0.3405,-0.002205,0,0.3405,-0.0711,1.649,2.911,0
0.3394,-0.002213,0,0.3394,-0.07109,1.678,2.91,0
0.3378,-0.002222,0,0.3378,-0.07103,1.717,2.91,0
0.3361,-0.002228,0,0.3361,-0.07091,1.76,2.91,0
0.3344,-0.002233,0,0.3344,-0.07076,1.799,2.91,0
0.3332,-0.002234,0,0.3332,-0.07061,1.828,2.91,0
0.3326,-0.002235,0,0.3326,-0.07054,1.841,2.91,0
0.306,-0.001791,0,0.306,-0.07113,1.636,2.92,0
0.3055,-0.001794,0,0.3055,-0.07113,1.649,2.92,0
0.3045,-0.0018,0,0.3045,-0.07112,1.678,2.92,0
0.3031,-0.001807,0,0.3031,-0.07107,1.717,2.92,0
0.3015,-0.001811,0,0.3015,-0.07095,1.76,2.92,0
0.3,-0.001814,0,0.3,-0.07079,1.799,2.92,0
0.2988,-0.001815,0,0.2988,-0.07065,1.828,2.92,0
0.2983,-0.001815,0,0.2983,-0.07057,1.841,2.92,0
0.2673,-0.001383,0,0.2673,-0.07117,1.636,2.93,0
0.2669,-0.001385,0,0.2669,-0.07117,1.649,2.93,0
0.266,-0.001389,0,0.266,-0.07116,1.678,2.93,0
0.2647,-0.001393,0,0.2647,-0.07111,1.717,2.93,0
0.2633,-0.001396,0,0.2633,-0.07099,1.76,2.93,0
0.2619,-0.001398,0,0.2619,-0.07083,1.799,2.93,0
0.2609,-0.001398,0,0.2609,-0.07069,1.828,2.93,0
0.2604,-0.001398,0,0.2604,-0.07061,1.841,2.93,0
0.2317,-0.001049,0,0.2317,-0.07121,1.636,2.94,0
0.2313,-0.001051,0,0.2313,-0.07121,1.649,2.94,0
0.2305,-0.001053,0,0.2305,-0.07121,1.678,2.94,0
0.2294,-0.001056,0,0.2294,-0.07115,1.717,2.94,0
0.2281,-0.001058,0,0.2281,-0.07103,1.76,2.94,0
0.2269,-0.001059,0,0.2269,-0.07088,1.799,2.94,0
0.2259,-0.001059,0,0.226,-0.07073,1.828,2.94,0
0.2255,-0.001058,0,0.2255,-0.07066,1.841,2.94,0
0.2054,-0.0008303,0,0.2054,-0.07124,1.636,2.947,0
0.205,-0.0008314,0,0.205,-0.07125,1.649,2.947,0
0.2043,-0.0008335,0,0.2043,-0.07124,1.678,2.947,0
0.2033,-0.0008355,0,0.2033,-0.07118,1.717,2.947,0
0.2021,-0.0008367,0,0.2021,-0.07107,1.76,2.947,0
0.201,-0.000837,0,0.201,-0.07091,1.799,2.947,0
0.2002,-0.0008368,0,0.2002,-0.07076,1.828,2.947,0
0.1998,-0.0008366,0,0.1998,-0.07069,1.841,2.947,0
0.1932,-0.0007377,0,0.1932,-0.07126,1.636,2.95,0
0.1929,-0.0007387,0,0.1929,-0.07126,1.649,2.95,0
0.1922,-0.0007404,0,0.1922,-0.07125,1.678,2.95,0
0.1913,-0.0007421,0,0.1913,-0.0712,1.717,2.95,0
0.1902,-0.0007431,0,0.1902,-0.07108,1.76,2.95,0
0.1891,-0.0007433,0,0.1891,-0.07093,1.799,2.95,0
0.1883,-0.000743,0,0.1883,-0.07078,1.828,2.95,0
0.188,-0.0007428,0,0.188,-0.07071,1.841,2.95,0
0.3689,-0.002721,0,0.3689,-0.0705,1.841,2.9,0
0.3683,-0.002721,0,0.3683,-0.07042,1.854,2.9,0
0.3669,-0.002722,0,0.3669,-0.07023,1.883,2.9,0
0.365,-0.002722,0,0.3651,-0.06992,1.922,2.9,0
0.363,-0.002719,0,0.363,-0.06954,1.965,2.9,0
0.361,-0.002715,0,0.3611,-0.06915,2.004,2.9,0
0.3596,-0.002711,0,0.3597,-0.06884,2.032,2.9,0
0.359,-0.002709,0,0.359,-0.06869,2.045,2.9,0
0.3575,-0.002564,0,0.3576,-0.07051,1.841,2.903,0
0.3569,-0.002565,0,0.3569,-0.07043,1.854,2.903,0
0.3556,-0.002565,0,0.3556,-0.07024,1.883,2.903,0
0.3538,-0.002564,0,0.3538,-0.06994,1.922,2.903,0
0.3517,-0.002562,0,0.3517,-0.06956,1.965,2.903,0
0.3499,-0.002557,0,0.3499,-0.06917,2.004,2.903,0
0.3485,-0.002554,0,0.3485,-0.06885,2.032,2.903,0
0.3479,-0.002552,0,0.3479,-0.0687,2.045,2.903,0
0.3326,-0.002235,0,0.3326,-0.07054,1.841,2.91,0
0.332,-0.002235,0,0.332,-0.07046,1.854,2.91,0
0.3308,-0.002235,0,0.3308,-0.07026,1.883,2.91,0
0.329,-0.002234,0,0.329,-0.06996,1.922,2.91,0
0.3271,-0.002231,0,0.3271,-0.06958,1.965,2.91,0
0.3253,-0.002227,0,0.3253,-0.06919,2.004,2.91,0
0.324,-0.002223,0,0.324,-0.06888,2.032,2.91,0
0.3234,-0.002221,0,0.3235,-0.06873,2.045,2.91,0
0.2983,-0.001815,0,0.2983,-0.07057,1.841,2.92,0
0.2978,-0.001815,0,0.2978,-0.07049,1.854,2.92,0
0.2966,-0.001815,0,0.2966,-0.0703,1.883,2.92,0
0.295,-0.001813,0,0.295,-0.07,1.922,2.92,0
0.2932,-0.00181,0,0.2933,-0.06962,1.965,2.92,0
0.2916,-0.001806,0,0.2916,-0.06923,2.004,2.92,0
0.2904,-0.001802,0,0.2904,-0.06892,2.032,2.92,0
0.2899,-0.001801,0,0.2899,-0.06877,2.045,2.92,0
0.2604,-0.001398,0,0.2604,-0.07061,1.841,2.93,0
0.2599,-0.001398,0,0.26,-0.07053,1.854,2.93,0
0.2589,-0.001397,0,0.2589,-0.07034,1.883,2.93,0
0.2575,-0.001395,0,0.2575,-0.07004,1.922,2.93,0
0.2559,-0.001392,0,0.2559,-0.06966,1.965,2.93,0
0.2544,-0.001389,0,0.2545,-0.06927,2.004,2.93,0
0.2534,-0.001386,0,0.2534,-0.06896,2.032,2.93,0
0.2529,-0.001384,0,0.2529,-0.06881,2.045,2.93,0
0.2255,-0.001058,0,0.2255,-0.07066,1.841,2.94,0
0.2251,-0.001058,0,0.2251,-0.07058,1.854,2.94,0
0.2242,-0.001057,0,0.2242,-0.07039,1.883,2.94,0
0.2229,-0.001056,0,0.2229,-0.07009,1.922,2.94,0
0.2215,-0.001053,0,0.2215,-0.06971,1.965,2.94,0
0.2202,-0.00105,0,0.2202,-0.06932,2.004,2.94,0
0.2193,-0.001047,0,0.2193,-0.06901,2.032,2.94,0
0.2189,-0.001046,0,0.2189,-0.06885,2.045,2.94,0
0.1998,-0.0008366,0,0.1998,-0.07069,1.841,2.947,0
0.1994,-0.0008363,0,0.1994,-0.07061,1.854,2.947,0
0.1986,-0.0008354,0,0.1986,-0.07042,1.883,2.947,0
0.1975,-0.0008338,0,0.1975,-0.07012,1.922,2.947,0
0.1962,-0.0008315,0,0.1962,-0.06974,1.965,2.947,0
0.195,-0.0008289,0,0.195,-0.06935,2.004,2.947,0
0.1942,-0.0008267,0,0.1942,-0.06904,2.032,2.947,0
0.1938,-0.0008257,0,0.1938,-0.06889,2.045,2.947,0
0.188,-0.0007428,0,0.188,-0.07071,1.841,2.95,0
0.1876,-0.0007425,0,0.1876,-0.07063,1.854,2.95,0
0.1868,-0.0007417,0,0.1868,-0.07043,1.883,2.95,0
0.1858,-0.0007402,0,0.1858,-0.07013,1.922,2.95,0
0.1846,-0.000738,0,0.1846,-0.06976,1.965,2.95,0
0.1835,-0.0007356,0,0.1835,-0.06937,2.004,2.95,0
0.1827,-0.0007337,0,0.1827,-0.06905,2.032,2.95,0
0.1823,-0.0007327,0,0.1823,-0.0689,2.045,2.95,0
0.359,-0.002709,0,0.359,-0.06869,2.045,2.9,0
0.3584,-0.002707,0,0.3584,-0.06854,2.059,2.9,0
0.3569,-0.002702,0,0.357,-0.06818,2.087,2.9,0
0.355,-0.002693,0,0.355,-0.06767,2.126,2.9,0
0.3529,-0.002683,0,0.3529,-0.06706,2.169,2.9,0
0.351,-0.002672,0,0.351,-0.06646,2.208,2.9,0
0.3496,-0.002664,0,0.3496,-0.066,2.237,2.9,0
0.3489,-0.00266,0,0.3489,-0.06579,2.25,2.9,0
0.3479,-0.002552,0,0.3479,-0.0687,2.045,2.903,0
0.3472,-0.002549,0,0.3472,-0.06855,2.059,2.903,0
0.3459,-0.002544,0,0.3459,-0.06819,2.087,2.903,0
0.344,-0.002536,0,0.344,-0.06768,2.126,2.903,0
0.3419,-0.002526,0,0.3419,-0.06707,2.169,2.903,0
0.34,-0.002516,0,0.34,-0.06647,2.208,2.903,0
0.3387,-0.002508,0,0.3387,-0.06601,2.237,2.903,0
0.338,-0.002504,0,0.338,-0.0658,2.25,2.903,0
0.3234,-0.002221,0,0.3235,-0.06873,2.045,2.91,0
0.3228,-0.002219,0,0.3229,-0.06857,2.059,2.91,0
0.3215,-0.002214,0,0.3216,-0.06822,2.087,2.91,0
0.3198,-0.002206,0,0.3198,-0.0677,2.126,2.91,0
0.3178,-0.002197,0,0.3178,-0.0671,2.169,2.91,0
0.316,-0.002188,0,0.3161,-0.0665,2.208,2.91,0
0.3147,-0.00218,0,0.3148,-0.06604,2.237,2.91,0
0.3142,-0.002177,0,0.3142,-0.06583,2.25,2.91,0
0.2899,-0.001801,0,0.2899,-0.06877,2.045,2.92,0
0.2893,-0.001799,0,0.2894,-0.06861,2.059,2.92,0
0.2882,-0.001794,0,0.2882,-0.06826,2.087,2.92,0
0.2865,-0.001788,0,0.2865,-0.06774,2.126,2.92,0
0.2847,-0.001779,0,0.2848,-0.06713,2.169,2.92,0
0.2831,-0.001771,0,0.2831,-0.06654,2.208,2.92,0
0.2819,-0.001765,0,0.2819,-0.06608,2.237,2.92,0
0.2814,-0.001762,0,0.2814,-0.06586,2.25,2.92,0
0.2529,-0.001384,0,0.2529,-0.06881,2.045,2.93,0
0.2524,-0.001382,0,0.2524,-0.06866,2.059,2.93,0
0.2513,-0.001379,0,0.2513,-0.0683,2.087,2.93,0
0.2499,-0.001373,0,0.2499,-0.06779,2.126,2.93,0
0.2483,-0.001366,0,0.2483,-0.06718,2.169,2.93,0
0.2469,-0.00136,0,0.2469,-0.06658,2.208,2.93,0
0.2458,-0.001354,0,0.2458,-0.06613,2.237,2.93,0
0.2453,-0.001352,0,0.2453,-0.06591,2.25,2.93,0
0.2189,-0.001046,0,0.2189,-0.06885,2.045,2.94,0
0.2184,-0.001045,0,0.2184,-0.0687,2.059,2.94,0
0.2175,-0.001042,0,0.2175,-0.06835,2.087,2.94,0
0.2162,-0.001037,0,0.2162,-0.06783,2.126,2.94,0
0.2148,-0.001032,0,0.2148,-0.06722,2.169,2.94,0
0.2135,-0.001026,0,0.2135,-0.06663,2.208,2.94,0
0.2126,-0.001022,0,0.2126,-0.06617,2.237,2.94,0
0.2122,-0.00102,0,0.2122,-0.06595,2.25,2.94,0
0.1938,-0.0008257,0,0.1938,-0.06889,2.045,2.947,0
0.1934,-0.0008246,0,0.1934,-0.06873,2.059,2.947,0
0.1926,-0.000822,0,0.1926,-0.06838,2.087,2.947,0
0.1914,-0.0008183,0,0.1914,-0.06786,2.126,2.947,0
0.1902,-0.0008138,0,0.1902,-0.06726,2.169,2.947,0
0.189,-0.0008094,0,0.189,-0.06666,2.208,2.947,0
0.1882,-0.000806,0,0.1882,-0.0662,2.237,2.947,0
0.1878,-0.0008044,0,0.1878,-0.06599,2.25,2.947,0
0.1823,-0.0007327,0,0.1823,-0.0689,2.045,2.95,0
0.1819,-0.0007317,0,0.1819,-0.06875,2.059,2.95,0
0.1811,-0.0007294,0,0.1811,-0.0684,2.087,2.95,0
0.18,-0.000726,0,0.18,-0.06788,2.126,2.95,0
0.1789,-0.0007219,0,0.1789,-0.06727,2.169,2.95,0
0.1778,-0.000718,0,0.1778,-0.06668,2.208,2.95,0
0.177,-0.0007149,0,0.177,-0.06622,2.237,2.95,0
0.1766,-0.0007135,0,0.1766,-0.066,2.25,2.95,0
0.1476,0.0001405,0,0.1476,-0.01664,0,2.967,0
0.1477,0.000133,0,0.1477,-0.01746,0.01312,2.967,0
0.1479,0.0001168,0,0.1479,-0.01926,0.04176,2.967,0
0.1482,9.465e-05,0,0.1482,-0.02168,0.08087,2.967,0
0.1485,7.063e-05,0,0.1485,-0.02429,0.1237,2.967,0
